controllers.TD.ntuple2.TDNTuple2Agt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.75, horizon:8, AFTERSTATE:false, learnFromRM: false
controllers.TD.ntuple2.TDNTuple2Agt: alpha_init->final:0.2->0.2, epsilon_init->final:1.0->0.2
run, gameNum, evalQ, evalT, evalM, actionNum, trnMoves
0, 10000, 0.0, 0.0, 0.0, 15449, 203477
0, 20000, 0.3333333333333333, 0.08333333333333333, 0.0, 41039, 401213
0, 30000, 0.0, 0.08333333333333333, 0.0, 76160, 591686
0, 40000, 0.3333333333333333, 0.16666666666666666, 0.0, 120595, 777198
0, 50000, 0.0, 0.16666666666666666, 0.0, 173553, 956849
0, 60000, 1.0, 0.75, 0.0, 234781, 1132053
0, 70000, 0.6666666666666666, 0.9166666666666666, 0.0, 303951, 1302439
0, 80000, 0.6666666666666666, 1.0, 0.0, 380398, 1468357
0, 90000, 0.6666666666666666, 0.6666666666666666, 0.0, 463442, 1628535
0, 100000, 1.0, 0.6666666666666666, 0.0, 552621, 1784707
0, 110000, 0.3333333333333333, 0.8333333333333333, 0.0, 649233, 1939341
0, 120000, 1.0, 0.8333333333333333, 0.0, 752093, 2089907
0, 130000, 0.6666666666666666, 0.9166666666666666, 0.0, 861874, 2239486
0, 140000, 0.3333333333333333, 1.0, 0.0, 973458, 2380486
0, 150000, 0.0, 0.75, 0.0, 1092418, 2521601
1, 10000, 0.0, 0.0, 0.0, 15481, 203701
1, 20000, 0.0, 0.0, 0.0, 41406, 401057
1, 30000, 0.0, 0.0, 0.0, 76923, 592061
1, 40000, 0.6666666666666666, 0.25, 0.0, 121272, 776428
1, 50000, 0.6666666666666666, 0.5, 0.0, 174454, 955455
1, 60000, 0.3333333333333333, 0.25, 0.0, 235289, 1129125
1, 70000, 1.0, 0.08333333333333333, 0.0, 304172, 1298859
1, 80000, 1.0, 0.5, 0.0, 380198, 1464251
1, 90000, 0.3333333333333333, 0.25, 0.0, 463442, 1625000
1, 100000, 0.6666666666666666, 0.9166666666666666, 0.0, 553259, 1782654
1, 110000, 1.0, 1.0, 0.0, 650357, 1938347
1, 120000, 1.0, 0.9166666666666666, 0.0, 753928, 2090411
1, 130000, 1.0, 0.9166666666666666, 0.0, 863771, 2239821
1, 140000, 1.0, 0.9166666666666666, 0.0, 977563, 2383918
1, 150000, 1.0, 0.8333333333333333, 0.0, 1097436, 2526002
2, 10000, 0.0, 0.0, 0.0, 15414, 203890
2, 20000, 0.6666666666666666, 0.16666666666666666, 0.0, 41294, 400553
2, 30000, 0.0, 0.08333333333333333, 0.0, 76848, 591392
2, 40000, 0.0, 0.16666666666666666, 0.0, 121376, 776534
2, 50000, 1.0, 0.25, 0.0, 173921, 954725
2, 60000, 0.3333333333333333, 0.25, 0.0, 235104, 1129192
2, 70000, 0.3333333333333333, 0.25, 0.0, 303608, 1298600
2, 80000, 1.0, 0.41666666666666663, 0.0, 379521, 1463234
2, 90000, 1.0, 0.5833333333333333, 0.0, 462936, 1624662
2, 100000, 1.0, 1.0, 0.0, 553065, 1782482
2, 110000, 1.0, 0.75, 0.0, 648916, 1935527
2, 120000, 1.0, 0.5833333333333334, 0.0, 752081, 2087566
2, 130000, 1.0, 0.75, 0.0, 861388, 2236321
2, 140000, 1.0, 0.8333333333333333, 0.0, 976076, 2381701
2, 150000, 1.0, 1.0, 0.0, 1094783, 2522593
3, 10000, 0.0, 0.0, 0.0, 15380, 204517
3, 20000, 0.0, 0.0, 0.0, 41096, 402286
3, 30000, 0.0, 0.0, 0.0, 76519, 593614
3, 40000, 0.3333333333333333, 0.25, 0.0, 121100, 779316
3, 50000, 0.0, 0.16666666666666666, 0.0, 174422, 960417
3, 60000, 1.0, 0.25, 0.0, 235772, 1135462
3, 70000, 0.3333333333333333, 0.25, 0.0, 305234, 1306123
3, 80000, 0.3333333333333333, 0.75, 0.0, 382315, 1473586
3, 90000, 1.0, 1.0, 0.0, 466548, 1636752
3, 100000, 1.0, 1.0, 0.0, 557407, 1796322
3, 110000, 0.6666666666666666, 0.9166666666666666, 0.0, 654657, 1951990
3, 120000, 1.0, 1.0, 0.0, 758044, 2104037
3, 130000, 1.0, 0.75, 0.0, 868301, 2254200
3, 140000, 1.0, 0.9166666666666666, 0.0, 983023, 2399969
3, 150000, 1.0, 1.0, 0.0, 1105844, 2545967
4, 10000, 0.0, 0.0, 0.0, 15447, 204156
4, 20000, 0.0, 0.0, 0.0, 41143, 401408
4, 30000, 0.0, 0.0, 0.0, 76569, 591779
4, 40000, 0.3333333333333333, 0.08333333333333333, 0.0, 121196, 776995
4, 50000, 0.3333333333333333, 0.5833333333333333, 0.0, 174028, 956360
4, 60000, 1.0, 0.3333333333333333, 0.0, 235017, 1129702
4, 70000, 1.0, 0.25, 0.0, 303771, 1298985
4, 80000, 0.6666666666666666, 0.7499999999999999, 0.0, 379070, 1462872
4, 90000, 0.6666666666666666, 0.9166666666666666, 0.0, 462223, 1623947
4, 100000, 0.6666666666666666, 0.8333333333333333, 0.0, 551768, 1781486
4, 110000, 1.0, 0.9166666666666666, 0.0, 647329, 1934852
4, 120000, 1.0, 1.0, 0.0, 748073, 2083135
4, 130000, 0.6666666666666666, 0.8333333333333333, 0.0, 856341, 2230438
4, 140000, 0.6666666666666666, 0.9166666666666666, 0.0, 968426, 2372288
4, 150000, 0.6666666666666666, 0.9166666666666666, 0.0, 1083011, 2507258
